"pID","app_num","text","title","p1group","app_order","p2final","p1initial","p1_betweenness","p1final","p2initial","word_cnt","funct","pronoun","ppron","i","we","you","shehe","they","ipron","article","verb","auxverb","past","present","future","adverb","preps","conj","negate","quant","number","swear","social","family","friend","humans","affect","posemo","negemo","anx","anger","sad","cogmech","insight","cause","discrep","tentat","certain","inhib","incl","excl","percept","see","hear","feel","bio","body","health","sexual","ingest","relativ","motion","space","time","work","achieve","leisure","home","money","relig","death","assent","nonfl","filler","r_sent.neg","r_sent.pos","r_sent.neut","Gender","Age","Edu","School","Race","Ego","SPP"
"DP576",36,"Drip looks like an interesting app. You are responsible for providing water to your fields and flowers by using pipes and other equipment available.","Drip",3,9,2,4,"high",4,1,24,41.67,12.5,8.33,0,0,8.33,0,0,4.17,4.17,12.5,4.17,0,12.5,0,0,12.5,8.33,0,0,0,0,8.33,0,0,0,4.17,4.17,0,0,0,0,16.67,0,4.17,0,0,0,4.17,8.33,0,4.17,4.17,0,0,4.17,0,0,0,4.17,4.17,4.17,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0.503838176,0.496161824,0.208442608,2,19,5,"Drexel",3,0.508700108,2.09
"DP576",19,"I don't remember much about this app. Something about freeing friendly monsters from their boxes. It looks childish, and I wouldn't play it based on the image, name, and description.","Box Monsters",0,12,NA,2,"high",2,2,32,46.88,21.88,9.38,6.25,0,0,0,3.13,12.5,3.13,3.13,0,0,3.13,0,6.25,12.5,6.25,0,3.13,0,0,9.38,0,3.13,0,9.38,9.38,0,0,0,0,18.75,3.13,3.13,0,3.13,0,0,6.25,3.13,6.25,6.25,0,0,0,0,0,0,0,3.13,0,3.13,0,0,0,3.13,0,0,0,0,0,0,0,0.59176649,0.40823351,0.218186013,2,19,5,"Drexel",3,0.508700108,2.09
"DP576",79,"In this game you're a pig who runs a bakery. Combines elements of puzzle and physics games. It is entertaining and I would recommend this to others.","Pastry Pig",2,23,2,2,"low",2,3,28,57.14,25,7.14,3.57,0,3.57,0,0,17.86,7.14,7.14,7.14,0,3.57,3.57,0,10.71,7.14,0,0,0,0,14.29,0,0,0,3.57,3.57,0,0,0,0,14.29,0,0,3.57,3.57,0,0,7.14,0,0,0,0,0,3.57,0,0,0,3.57,7.14,3.57,3.57,0,0,0,10.71,3.57,0,0,0,0,0,0,0.348746002,0.651253998,0.151655629,2,19,5,"Drexel",3,0.508700108,2.09
"DP578",52,"Using logic and puzzles and mind games you have to solve to get through each level. It is in an allotted time. I would not recommend this game to my friends.","Triples",1,14,1,1,"high",1,1,31,58.06,16.13,9.68,6.45,0,3.23,0,0,6.45,3.23,16.13,9.68,0,12.9,3.23,0,16.13,6.45,3.23,3.23,0,0,12.9,0,3.23,0,3.23,3.23,0,0,0,0,32.26,6.45,6.45,3.23,3.23,0,0,9.68,3.23,0,0,0,0,0,0,0,0,0,9.68,0,6.45,3.23,0,3.23,6.45,0,0,0,0,0,0,0,0.623704134,0.376295866,0.315762704,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",3,"You have to go through the pyramid and be able to escape. Try to dodge mummies and villians so they do not hurt you. If you die, then you have to stat over again. Save the one that you love. I would definitely recommend this to my friends.","Castle Escape",2,4,3,2,"high",3,2,48,68.75,20.83,16.67,4.17,0,10.42,0,2.08,4.17,4.17,16.67,10.42,0,12.5,2.08,6.25,14.58,10.42,2.08,0,2.08,0,16.67,0,2.08,0,10.42,8.33,2.08,0,0,2.08,14.58,0,0,4.17,2.08,2.08,2.08,4.17,4.17,0,0,0,0,2.08,0,0,2.08,0,8.33,2.08,2.08,4.17,0,4.17,0,0,0,0,2.08,0,0,0,0.64383637,0.35616363,0.399998672,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",20,"In this game you have to solve puzzles and be able to work through different areas to advance through the level.s I would not recommend this to my friends because it does not look very fun.","Trampoloons",0,10,1,1,"high",1,1,37,62.16,16.22,8.11,5.41,0,2.7,0,0,8.11,2.7,13.51,10.81,0,8.11,2.7,2.7,18.92,5.41,5.41,0,0,0,8.11,0,2.7,0,5.41,5.41,0,0,0,0,18.92,2.7,5.41,2.7,2.7,0,0,2.7,5.41,2.7,2.7,0,0,0,0,0,0,0,10.81,2.7,8.11,0,2.7,10.81,2.7,0,0,0,0,0,0,0,0.597332421,0.402667579,0.197905791,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",10,"In this aquarium game, take care of fish, sea turtles, starfish, and more sea creatures. Don't forget to feed them every day and check out the new decorations available weekly.","Floobz",3,16,1,3,"low",3,2,31,35.48,6.45,3.23,0,0,0,0,3.23,3.23,3.23,6.45,0,0,6.45,0,0,12.9,6.45,0,6.45,0,0,6.45,0,0,0,3.23,3.23,0,0,0,0,16.13,0,0,0,0,3.23,3.23,9.68,0,0,0,0,0,3.23,0,0,0,3.23,16.13,0,6.45,9.68,0,0,6.45,0,3.23,0,0,0,0,0,0.259982991,0.740017009,0.68337773,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",70,"In this game, unlock mini-games and solve puzzles to open the safe and crack the vault. If you do, you will get to see what's inside!!!!!!!!!","Crack That Vault",1,12,1,2,"low",1,3,28,53.57,14.29,7.14,0,0,7.14,0,0,7.14,7.14,14.29,7.14,0,10.71,3.57,0,14.29,10.71,0,0,0,0,14.29,0,0,0,3.57,3.57,0,0,0,0,28.57,3.57,3.57,3.57,7.14,0,3.57,14.29,3.57,3.57,3.57,0,0,0,0,0,0,0,10.71,0,10.71,0,0,3.57,7.14,0,0,0,0,0,0,0,0.360583883,0.639416117,0.44960782,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",25,"Collect fruit for the pink blob by aligning them. It's like candy crush except you have to line 4 of the same fruit up instead of just 3. Super fun!","Gum Drop",1,24,3,2,"low",2,2,31,51.61,9.68,6.45,0,0,3.23,0,3.23,3.23,6.45,3.23,3.23,0,3.23,0,6.45,22.58,0,0,3.23,0,0,6.45,0,0,0,6.45,6.45,0,0,0,0,9.68,0,0,0,0,0,0,0,6.45,9.68,3.23,0,0,9.68,0,0,0,9.68,3.23,0,3.23,0,0,3.23,0,0,0,0,0,0,0,0,0.545617236,0.454382764,0.237969114,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",39,"In this game you have to move around different places and items so that you can collect items. I would not recommend this to my friends because it is dealing with a bug and not very fun.","Jump Out",1,13,1,2,"high",2,3,37,72.97,21.62,10.81,5.41,0,5.41,0,0,10.81,2.7,10.81,10.81,0,8.11,2.7,8.11,13.51,10.81,5.41,5.41,0,0,10.81,0,2.7,0,5.41,5.41,0,0,0,0,21.62,0,2.7,2.7,0,0,0,10.81,5.41,0,0,0,0,0,0,0,0,0,10.81,2.7,8.11,0,0,0,2.7,0,0,0,0,0,0,0,0.543990314,0.456009686,0.216971712,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",35,"In this game, bounce the ball as many times as you can without letting it drop. Look for the magical unicorns, which will help you bounce the ball.","Rainbow Ball Rush",0,17,4,3,"low",3,3,28,57.14,17.86,7.14,0,0,7.14,0,0,10.71,10.71,10.71,7.14,0,7.14,3.57,0,17.86,7.14,3.57,3.57,0,0,14.29,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,3.57,3.57,3.57,0,0,0,0,0,0,0,10.71,0,3.57,3.57,0,0,10.71,0,0,0,0,0,0,0,0.207583315,0.792416685,0.217506336,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",47,"Be able to solve riddles and different puzzles on each island and advance from one island to another gathering different items. I would not recommend this to others.","Knock It",0,3,1,4,"high",4,1,28,60.71,10.71,3.57,3.57,0,0,0,0,7.14,0,7.14,7.14,0,0,3.57,0,17.86,7.14,3.57,10.71,3.57,0,3.57,0,0,0,0,0,0,0,0,0,25,3.57,3.57,3.57,3.57,0,0,10.71,3.57,0,0,0,0,0,0,0,0,0,7.14,3.57,3.57,0,0,10.71,0,0,0,0,0,0,0,0,0.49351374,0.50648626,0.734082869,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",19,"Avoid the monsters on your way to the top of the boxes. Jump, kick, and collect stars to boost your way to the top. Watch out for the orange monsters, they're the hardest to beat.","Box Monsters",1,0,NA,2,"low",2,2,36,50,8.33,8.33,0,0,5.56,0,2.78,0,16.67,0,0,0,0,0,0,22.22,2.78,0,0,0,0,8.33,0,0,0,2.78,0,2.78,2.78,0,0,8.33,0,0,0,0,0,2.78,5.56,0,8.33,5.56,0,2.78,0,0,0,0,0,19.44,2.78,11.11,0,0,8.33,0,0,0,0,0,0,0,0,0.470113997,0.529886003,0.63713254,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",32,"In this game, you're a knight who is off to save the princess from a dragon. Go get her before it's too late! Watch out for dragons, which will impede your progress.","The Quest",3,25,3,2,"low",2,2,34,58.82,20.59,8.82,0,0,5.88,2.94,0,11.76,8.82,11.76,5.88,0,8.82,2.94,2.94,20.59,0,0,0,0,0,14.71,0,0,0,2.94,2.94,0,0,0,0,5.88,0,0,0,0,0,2.94,2.94,0,2.94,2.94,0,0,0,0,0,0,0,17.65,2.94,8.82,5.88,0,2.94,2.94,0,0,0,0,0,0,0,0.694784544,0.305215456,0.829767167,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",53,"Detangle the cords connecting the aliens so that they can reunite with their families. If you don't these aliens will come to haunt you on Earth!","Tanglers",0,26,1,3,"low",3,2,27,55.56,22.22,14.81,0,0,7.41,0,7.41,7.41,7.41,11.11,7.41,0,7.41,3.7,3.7,11.11,7.41,0,0,0,0,18.52,3.7,0,0,0,0,0,0,0,0,11.11,0,0,3.7,3.7,0,0,7.41,3.7,0,0,0,0,0,0,0,0,0,7.41,3.7,3.7,0,0,0,3.7,3.7,0,0,0,0,0,0,0.518808,0.481192,0.952128048,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",16,"In this anti-pest game, get rid of the bugs before they get rid of you! Termites, beetles, and other insects will come after you if you don't kill them first.","Bug Battles",3,13,1,2,"low",2,1,32,53.13,21.88,15.63,0,0,9.38,0,6.25,6.25,3.13,12.5,3.13,0,9.38,3.13,0,15.63,6.25,0,0,3.13,0,18.75,0,0,0,3.13,0,3.13,0,3.13,0,9.38,0,0,3.13,3.13,0,0,6.25,3.13,0,0,0,0,0,0,0,0,0,15.63,3.13,3.13,9.38,0,3.13,3.13,0,0,0,3.13,0,0,0,0.527902524,0.472097476,0.872184794,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",69,"Expand the green bubble monsters until they fill up the whole screen. In order to do so, you must answer trivia questions and win min-games. ","Expand It",3,16,4,2,"low",2,2,26,50,7.69,7.69,0,0,3.85,0,3.85,0,7.69,7.69,7.69,0,3.85,3.85,3.85,15.38,11.54,0,3.85,0,0,15.38,0,0,0,7.69,3.85,3.85,0,0,0,15.38,7.69,0,3.85,3.85,3.85,0,3.85,0,7.69,7.69,0,0,0,0,0,0,0,23.08,3.85,7.69,7.69,0,3.85,3.85,0,0,0,0,0,0,0,0.590569235,0.409430765,0.807174423,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",71,"In this game, use your engineering knowledge to create the best working robot to take over the world. If yours wins, he might just allow you to slide when he takes over humanity. ","Rusty Robots",0,22,1,2,"low",2,2,33,57.58,18.18,15.15,0,0,9.09,6.06,0,3.03,6.06,12.12,3.03,0,9.09,3.03,6.06,18.18,6.06,0,3.03,0,0,21.21,0,0,3.03,9.09,9.09,0,0,0,0,21.21,3.03,9.09,3.03,6.06,0,0,0,6.06,0,0,0,0,0,0,0,0,0,18.18,3.03,12.12,3.03,3.03,12.12,3.03,0,0,0,0,0,0,0,0.171555082,0.828444918,0.75517438,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",15,"Was very stupid. It is about helping a bubble escape and using pipes for it too. It has a lot of puzzles and mix matching games for you to solve. Very boring.","Pipe Fiction",0,10,1,2,"high",2,2,32,62.5,12.5,3.13,0,0,3.13,0,0,9.38,6.25,12.5,9.38,3.13,9.38,0,12.5,15.63,6.25,0,3.13,0,0,9.38,0,0,0,9.38,3.13,6.25,0,3.13,0,18.75,3.13,6.25,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,3.13,0,0,0,0,0,0,0,0.91525532,0.08474468,0.072652364,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",23,"In this game, you must find your granny who has turned into a zombie and stop her from taking over the world. But watch out, she has fire breath!","Zombie Granny",3,14,1,3,"low",2,1,29,62.07,20.69,13.79,0,0,6.9,6.9,0,6.9,6.9,17.24,10.34,3.45,10.34,3.45,0,17.24,6.9,0,0,0,0,24.14,3.45,0,0,0,0,0,0,0,0,24.14,3.45,0,3.45,0,3.45,3.45,10.34,3.45,6.9,3.45,0,3.45,3.45,3.45,0,0,0,20.69,0,17.24,3.45,0,0,3.45,0,0,0,0,0,0,0,0.715426427,0.284573573,0.866526146,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",22,"The frog is very dull and you have to use puzzles and logic to get hime through various areas in each level. This game does not seem very fun to play because it is boring.","Ancient Frog",3,5,1,1,"high",1,2,35,60,8.57,2.86,0,0,2.86,0,0,5.71,2.86,20,11.43,0,20,0,5.71,14.29,8.57,2.86,5.71,0,0,5.71,0,0,0,11.43,5.71,5.71,0,0,2.86,25.71,5.71,5.71,0,5.71,0,0,8.57,2.86,0,0,0,0,0,0,0,0,0,8.57,0,8.57,0,0,0,5.71,0,0,0,0,0,0,0,0.795624939,0.204375061,0.179212348,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",65,"In this game, follow the clues to find the treasures hidden within Artie's mouth. But look out for the evil pathogens, who are out to get you.","Armadillo",0,12,1,3,"low",3,2,28,53.57,10.71,3.57,0,0,3.57,0,0,7.14,10.71,14.29,3.57,0,14.29,0,0,25,3.57,0,0,0,0,10.71,0,0,0,7.14,3.57,3.57,0,3.57,0,14.29,3.57,0,0,0,0,0,7.14,3.57,3.57,3.57,0,0,3.57,3.57,0,0,0,17.86,3.57,14.29,0,0,0,3.57,0,0,0,0,0,0,0,0.427289367,0.572710633,0.807024533,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",33,"In this game, identify farm animals at the zoo. It is not very interesting or fun, but is sure to keep a 5 year old occupied for longer than you.","Moovin Up",0,4,1,3,"low",3,1,30,53.33,10,3.33,0,0,3.33,0,0,6.67,6.67,10,6.67,0,10,0,3.33,16.67,6.67,3.33,0,0,0,6.67,0,0,0,10,10,0,0,0,0,20,3.33,0,0,3.33,3.33,3.33,0,10,0,0,0,0,0,0,0,0,0,16.67,0,6.67,10,0,0,3.33,0,0,0,0,0,0,0,0.608860353,0.391139647,0.196395953,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",5,"In this newly vamped version of Tetris, slide the blocks to fit them in as small a space as possible. But watch out for the bombs, which will destroy all of your progress.","Non Stop",1,6,1,3,"low",3,1,33,57.58,12.12,6.06,0,0,3.03,0,3.03,6.06,9.09,3.03,3.03,0,0,3.03,0,27.27,9.09,0,6.06,0,0,6.06,0,0,0,3.03,0,3.03,0,3.03,0,15.15,0,0,0,3.03,3.03,3.03,3.03,3.03,3.03,3.03,0,0,0,0,0,0,0,24.24,3.03,18.18,3.03,0,3.03,0,0,0,0,0,0,0,0,0.391833,0.608167,0.719781644,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",36,"In this science game, use your knowledge of the water cycle to keep the water going! Transpiration, evaporation, and all other parts are important.","Drip",1,21,1,1,"low",1,1,24,45.83,12.5,4.17,0,0,4.17,0,0,8.33,8.33,12.5,4.17,0,12.5,0,0,12.5,4.17,0,4.17,0,0,8.33,0,0,0,4.17,4.17,0,0,0,0,20.83,4.17,4.17,0,0,4.17,4.17,4.17,0,0,0,0,0,8.33,0,0,0,8.33,12.5,4.17,4.17,4.17,4.17,4.17,4.17,0,0,0,0,0,0,0,0.366938986,0.633061014,0.766645313,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",45,"Use problem solving skills to unlock and solve mysteries. In order for you to move on to the next level, you have to solve them. I would not recommend this to my friends because it involves puzzles. ","Tryptic",0,26,1,1,"high",1,1,37,56.76,18.92,13.51,5.41,0,5.41,0,2.7,5.41,2.7,8.11,5.41,0,5.41,2.7,0,21.62,5.41,2.7,0,0,0,13.51,0,2.7,0,5.41,2.7,2.7,0,0,0,29.73,8.11,13.51,5.41,5.41,0,0,2.7,2.7,0,0,0,0,0,0,0,0,0,16.22,2.7,8.11,2.7,0,10.81,0,0,0,0,0,0,0,0,0.575526531,0.424473469,0.711433392,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",7,"Slide the boxes to make them all the same color. But watch out, you must first find the pattern of which boxes change color as you go along! ","Wayse",2,9,2,4,"low",4,3,28,60.71,14.29,10.71,0,0,7.14,0,3.57,3.57,10.71,10.71,3.57,0,7.14,3.57,0,17.86,7.14,0,7.14,3.57,0,10.71,0,0,0,0,0,0,0,0,0,32.14,3.57,7.14,3.57,0,7.14,0,7.14,3.57,10.71,10.71,0,0,0,0,0,0,0,17.86,10.71,3.57,3.57,0,3.57,0,0,0,0,0,0,0,0,0.355571996,0.644428004,0.822954242,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",30,"Use the orange to move through space and time and be able to solve puzzles tog et the orange home. I would not recommend this game to anyone because it is saving an orange. ","Gravity Orange",0,1,1,1,"high",1,1,34,52.94,11.76,2.94,2.94,0,0,0,0,8.82,8.82,11.76,8.82,0,5.88,2.94,0,11.76,8.82,2.94,0,0,0,5.88,0,0,0,0,0,0,0,0,0,26.47,2.94,8.82,2.94,5.88,0,0,5.88,2.94,8.82,8.82,0,0,0,0,0,0,0,8.82,2.94,2.94,2.94,0,5.88,2.94,2.94,2.94,0,0,0,0,0,0.305585157,0.694414843,0.45693488,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",61,"In this game, you get blobs as pets. You have to take care of them and make sure they have fun. However you probably won't have fun doing this.","Cub And Mag",0,14,1,4,"low",NA,1,30,60,23.33,16.67,0,0,10,0,6.67,6.67,0,30,13.33,3.33,23.33,0,6.67,13.33,10,0,0,0,0,20,0,0,0,16.67,16.67,0,0,0,0,13.33,0,3.33,0,3.33,3.33,0,3.33,0,0,0,0,0,0,0,0,0,0,3.33,0,3.33,0,0,3.33,3.33,3.33,0,0,0,0,0,0,0.479871618,0.520128382,0.564903618,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",74,"In this log flume-like game, navigate through the forest on the water. Don't fall off the edges and make sure to have fun!!!!!!!!!!!!!!!!!!!!!!","Timber Slide",2,24,3,4,"low",4,4,25,44,4,0,0,0,0,0,0,4,12,8,4,0,8,0,0,20,4,0,0,0,0,4,0,0,0,8,8,0,0,0,0,12,0,4,0,0,4,0,4,0,4,0,0,4,4,0,0,0,4,20,4,16,0,0,0,4,0,0,0,0,0,0,0,0.68450285,0.31549715,0.198427867,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",6,"Choose a number, then guess whether the given number will be higher or lower. This is a gambling game and not very fun outside of Las Vegas. ","High Low Spinner",1,18,1,1,"low",1,1,27,55.56,3.7,0,0,0,0,0,0,3.7,11.11,18.52,11.11,3.7,7.41,3.7,3.7,7.41,14.81,3.7,0,0,0,3.7,0,0,0,14.81,3.7,11.11,0,0,3.7,22.22,3.7,0,0,7.41,0,0,3.7,11.11,0,0,0,0,7.41,0,7.41,0,0,14.81,0,11.11,3.7,0,0,3.7,0,3.7,0,0,0,0,0,0.713368553,0.286631447,0.68499607,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",72,"Using puzzles and different ways to solve logic games, you need to help friends move through a mysterious area. I would not recommend it to my friends because it involves solving puzzles.","Voodoo Friends",2,6,2,2,"high",2,1,32,43.75,15.63,9.38,6.25,0,3.13,0,0,6.25,3.13,9.38,3.13,0,6.25,3.13,0,12.5,6.25,3.13,0,0,0,18.75,0,6.25,0,6.25,6.25,0,0,0,0,37.5,9.38,12.5,6.25,9.38,0,0,3.13,3.13,0,0,0,0,0,0,0,0,0,6.25,3.13,3.13,0,0,6.25,3.13,0,0,0,0,0,0,0,0.405787365,0.594212635,0.431454785,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",58,"In this game, you're a squirrel racing around the race track. Choose your car and go! Don't forget to fill up on gas or you'll lose the race.","Hank Hazard",3,17,4,4,"low",3,3,31,45.16,12.9,9.68,0,0,9.68,0,0,3.23,9.68,3.23,0,0,3.23,0,3.23,16.13,6.45,0,0,0,0,12.9,0,0,0,3.23,0,3.23,0,0,3.23,16.13,3.23,0,0,3.23,0,3.23,6.45,3.23,0,0,0,0,0,0,0,0,0,22.58,9.68,12.9,0,0,3.23,3.23,0,0,0,0,0,0,0,0.557136916,0.442863084,0.720485123,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",67,"In this game, you will be shown the layout of a room. After 1 minute, the lights will go off and you will have to navigate your way to the exit. This is for the sharp of mind. ","Lights Off",3,17,3,2,"low",NA,1,38,65.79,13.16,7.89,0,0,7.89,0,0,5.26,13.16,18.42,15.79,0,7.89,7.89,0,21.05,2.63,0,0,0,0,10.53,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,2.63,0,2.63,0,0,2.63,0,0,0,0,0,21.05,2.63,10.53,5.26,0,0,2.63,2.63,0,0,0,0,0,0,0.597034226,0.402965774,0.195004387,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",13,"Help an an owl escape various traps laid out for him. Using logic and problem solving skills, you can help this owl become safe. I would not recommend this app to others because it is very boring.","Hoot",3,15,1,1,"high",1,2,37,56.76,18.92,8.11,2.7,0,2.7,2.7,0,10.81,5.41,13.51,10.81,0,10.81,2.7,2.7,8.11,5.41,2.7,2.7,0,0,10.81,0,0,0,8.11,2.7,5.41,0,0,0,29.73,8.11,8.11,5.41,0,0,2.7,5.41,2.7,0,0,0,0,0,0,0,0,0,2.7,0,2.7,0,0,5.41,0,0,0,0,0,0,0,0,0.46979922,0.53020078,0.297761752,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",59,"Hide and gather as many acorns as you can in the amount of time given to you. If you do not you have to start all over. I would not recommend this to my friends.","Little Acorns",2,20,1,2,"high",2,2,35,74.29,20,17.14,5.71,0,11.43,0,0,2.86,2.86,17.14,11.43,2.86,11.43,2.86,0,22.86,11.43,5.71,8.57,0,0,17.14,0,2.86,0,2.86,2.86,0,0,0,0,17.14,0,0,5.71,2.86,2.86,0,2.86,8.57,0,0,0,0,0,0,0,0,0,11.43,0,5.71,5.71,0,0,0,0,0,0,0,0,0,0,0.569349536,0.430650464,0.188209643,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",66,"Battle and help droids by answering and solving riddles and puzzles. Solve enough move onto the next level. I would not recommend this to my friends because it is very boring. ","Droid Getaway",1,7,1,1,"high",1,1,31,54.84,12.9,6.45,6.45,0,0,0,0,6.45,3.23,6.45,6.45,0,3.23,3.23,3.23,9.68,12.9,3.23,3.23,0,0,6.45,0,3.23,0,9.68,3.23,6.45,0,3.23,0,32.26,9.68,9.68,3.23,3.23,0,0,9.68,3.23,0,0,0,0,0,0,0,0,0,12.9,3.23,6.45,3.23,0,6.45,0,0,0,0,0,0,0,0,0.823715221,0.176284779,0.171533229,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",31,"This is a spoof of flappy bird, except the bird is yellow. That is all there is to know; otherwise, have fun!! Don't get too addicted even though it is hard.","Toss The Bird",3,2,4,5,"low",5,1,32,62.5,9.38,0,0,0,0,0,0,9.38,6.25,25,18.75,0,25,0,12.5,9.38,6.25,0,3.13,0,0,0,0,0,0,3.13,3.13,0,0,0,0,9.38,3.13,0,0,0,3.13,0,0,3.13,6.25,3.13,0,3.13,3.13,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.637973476,0.362026524,0.222128586,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",79,"Create as many pastries and tasty treats as possible so that you can feed the hungry pig. It involves mixing and problem solving and puzzles. I might recommend this app because I do not know how interactive it will be. ","Pastry Pig",2,2,4,3,"high",3,4,40,57.5,17.5,7.5,5,0,2.5,0,0,10,2.5,15,12.5,0,7.5,5,5,5,20,2.5,2.5,0,0,7.5,0,0,0,5,2.5,2.5,0,0,0,32.5,5,10,2.5,7.5,0,0,7.5,2.5,2.5,0,0,0,7.5,0,0,0,7.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.453660135,0.546339865,0.086966952,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",80,"Build the best path for the cave man to get out of his cave. Look out for cave monsters, who will eat you. They're very hungry, so seriously watch out.","Build A Path",1,3,1,3,"low",NA,2,31,58.06,12.9,9.68,0,0,3.23,3.23,3.23,3.23,6.45,9.68,3.23,0,6.45,3.23,9.68,22.58,3.23,0,3.23,0,0,16.13,0,0,3.23,6.45,3.23,3.23,0,0,0,9.68,0,0,0,0,0,0,9.68,0,6.45,6.45,0,0,6.45,0,0,0,6.45,9.68,0,9.68,0,0,3.23,0,0,0,0,0,0,0,0,0.305826965,0.694173035,0.73286441,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",11,"Using your problem solving methods, help the bear escape various perils and be able to go through different levels.  would not recommend this game to my friends because of the fact that it is a bear.","Block Bear",3,11,1,1,"high",1,1,36,52.78,13.89,5.56,2.78,0,2.78,0,0,8.33,8.33,13.89,8.33,0,8.33,2.78,0,11.11,5.56,2.78,2.78,0,0,11.11,0,2.78,0,5.56,2.78,2.78,0,0,0,22.22,2.78,8.33,5.56,0,2.78,0,2.78,2.78,0,0,0,0,0,0,0,0,0,5.56,2.78,2.78,0,0,5.56,2.78,0,0,0,0,0,0,0,0.595989688,0.404010312,0.816420704,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",68,"Use your brain to design the most sustainable Earth. Choose renewable resources and don't let the Earth get wasted by humans! Work with friends.","Brainergy",0,0,1,2,"low",2,1,25,36,4,4,0,0,4,0,0,0,8,12,4,0,8,0,0,12,4,0,4,0,0,12,0,4,4,4,4,0,0,0,0,20,4,4,0,4,0,0,8,0,0,0,0,0,4,4,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0.740840858,0.259159142,0.715822254,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",28,"In this game, follow the clues to find the treasures hidden within the temple of doom. But look out for the evil owl, who is protecting the valuable treasures within! ","The Pyramid",2,21,4,3,"low",3,3,30,53.33,6.67,0,0,0,0,0,0,6.67,16.67,10,3.33,0,10,0,0,23.33,3.33,0,0,0,0,6.67,0,0,0,16.67,10,6.67,0,3.33,3.33,13.33,3.33,0,0,0,0,3.33,3.33,3.33,3.33,3.33,0,0,0,0,0,0,0,16.67,3.33,13.33,0,0,0,3.33,0,0,6.67,0,0,0,0,0.334454835,0.665545165,0.807162192,2,18,2,"Eastern University",3,0.835507012,2.91
"DP578",29,"This is a very dry and dull game that allows you to remember different signals and colors that were signaled. I would not recommend this app because it is very dull and boring. ","Blink Blox",3,22,1,1,"high",1,1,33,60.61,21.21,6.06,3.03,0,3.03,0,0,15.15,3.03,12.12,12.12,3.03,6.06,3.03,6.06,3.03,12.12,3.03,0,0,0,6.06,0,0,0,9.09,0,9.09,0,0,6.06,24.24,3.03,6.06,3.03,0,0,0,9.09,3.03,6.06,3.03,0,3.03,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0.75258471,0.24741529,0.115460567,2,18,2,"Eastern University",3,0.835507012,2.91
